0.000000,0.729001,F7
0.729001,1.449811,GMin7
1.449811,2.105093,AbMaj7
2.105093,4.292096,A7
4.292096,5.692760,EMin7
5.692760,6.380806,F7
6.380806,7.077043,GMin7
7.077043,7.748707,AbMaj7
7.748707,9.223091,C7
9.223091,9.919328,CMin7
9.919328,11.311801,BbMaj7
11.311801,12.040802,F7
12.040802,12.737039,GMin7
12.737039,13.441467,AbMaj7
13.441467,15.603897,C7
15.603897,16.676921,EMin7
16.676921,19.527396,EbMaj7
19.527396,22.615412,B7
22.615412,23.328031,F7
23.328031,24.040650,GMin7
24.040650,24.704122,AbMaj7
24.704122,26.866552,C7
26.866552,28.275408,EMin7
28.275408,28.979836,F7
28.979836,29.659691,GMin7
29.659691,30.347737,AbMaj7
30.347737,31.822121,A7
31.822121,32.534739,AMin7
32.542930,33.919022,BbMaj7
33.919022,34.623450,F7
34.623450,35.327878,GMin7
35.327878,36.048688,AbMaj7
36.048688,38.219309,C7
38.219309,39.243186,EbMin7
39.243186,42.077280,EbMaj7
42.077280,45.230824,B7
