0.000000,3.735083,BbMin7
3.735083,7.463670,AbMaj7
7.463670,11.224736,DMin7
11.224736,18.551994,BbMin7
18.551994,22.280581,AbMaj7
22.280581,25.944210,DMin7
25.944210,29.646814,BbMin7
29.646814,33.414376,A7
33.414376,37.123476,BbMaj7
37.123476,40.865054,A7
40.865054,44.583226,BbMaj7
44.583226,48.395905,GMin7
48.395905,52.159424,DMin7
52.159424,55.961180,GMin7
55.961180,59.768397,DMin7
59.768397,63.575614,CMin7
63.575614,67.279048,DbMaj7
67.279048,71.026180,CMin7
71.026180,74.795162,GMin7
74.795162,78.536832,EbMin7
78.536832,82.245728,D7
82.245728,85.998322,BMaj7
85.998322,89.827389,Bb7
89.827389,93.623681,AbMin7
93.623681,97.332578,GbMaj7
97.332578,101.014162,AbMin7
101.014162,104.766757,GbMaj7
104.766757,108.502964,GMaj7
108.502964,112.250097,Bb7
112.250097,116.035465,AbMin7
116.035465,119.766210,E7
