0.000000,3.735083,GbMin7
3.735083,7.463670,EMaj7
7.463670,11.224736,BbMin7
11.224736,18.551994,GbMin7
18.551994,22.280581,EMaj7
22.280581,25.944210,BbMin7
25.944210,29.646814,GbMin7
29.646814,33.414376,F7
33.414376,37.123476,GbMaj7
37.123476,40.865054,F7
40.865054,44.583226,GbMaj7
44.583226,48.395905,EbMin7
48.395905,52.159424,BbMin7
52.159424,55.961180,EbMin7
55.961180,59.768397,BbMin7
59.768397,63.575614,AbMin7
63.575614,67.279048,AMaj7
67.279048,71.026180,AbMin7
71.026180,74.795162,EbMin7
74.795162,78.536832,BMin7
78.536832,82.245728,Bb7
82.245728,85.998322,GMaj7
85.998322,89.827389,Gb7
89.827389,93.623681,EMin7
93.623681,97.332578,DMaj7
97.332578,101.014162,EMin7
101.014162,104.766757,DMaj7
104.766757,108.502964,GMaj7
108.502964,112.250097,Gb7
112.250097,116.035465,EMin7
116.035465,119.766210,C7
