0.000000,1.738847,DbMaj7
1.738847,3.232968,FMin7
3.232968,4.727089,GbMin7
4.727089,6.240530,BMaj7
6.240530,6.910309,CMin7
6.910309,7.747531,EbMaj7
7.747531,8.410870,AbMin7
8.410870,9.280293,Bb7
9.280293,10.793735,EbMaj7
10.793735,12.307176,BbMaj7
13.807737,15.321178,DMaj7
15.321178,16.873261,GbMin7
18.341621,19.848622,CMaj7
19.848622,21.355623,AMin7
21.355623,22.881945,GMaj7
22.881945,24.388946,DMaj7
24.388946,25.895947,BbMin7
25.895947,27.402948,DMaj7
27.402948,28.909949,GbMaj7
30.410510,31.969033,AbMin7
31.969033,33.450273,AMin7
33.450273,34.931513,DMaj7
39.491158,40.972398,EbMin7
