0.000000,4.016670,EMin7
4.016670,7.767531,AMin7
10.115511,11.666064,DMaj7
11.666064,18.782417,GMaj7
18.782417,21.831471,CMaj7
21.831471,24.316658,AMin7
24.316658,27.491016,B7
27.491016,33.041541,EMin7
34.562906,37.382236,EMin7
37.382236,40.180683,AMin7
41.576965,43.164435,DMaj7
43.167085,45.735809,GMaj7
45.735809,48.555139,CMin7
48.555139,51.330680,AMin7
51.330680,54.129059,B7
54.129059,59.718432,EMin7
59.718432,62.516811,AMin7
63.882774,65.979712,DMaj7
65.979712,67.914211,GMaj7
67.914211,70.882412,CMin7
70.882412,73.680791,AMin7
73.680791,76.471786,B7
76.471786,83.855370,EMin7
