0.000000,6.071767,GbMaj7
6.071767,11.993615,EMaj7
11.993615,18.065382,GbMaj7
18.065382,23.987230,EMaj7
23.987230,30.048288,GbMaj7
30.048288,35.996907,EMaj7
35.996907,42.068675,GbMaj7
42.068675,47.990522,EMaj7
47.990522,51.004988,AMaj7
51.004988,53.998038,GbMin7
53.998038,57.060693,AbMin7
57.060693,59.994845,DbMin7
59.994845,63.022924,AMaj7
63.022924,65.994511,GbMin7
65.994511,69.110176,AbMin7
69.110176,71.973706,DbMin7
71.973706,75.010071,AMaj7
75.010071,78.017677,GbMin7
78.017677,81.025284,AbMin7
81.025284,83.996871,DbMin7
83.996871,87.004478,AMaj7
87.004478,90.012085,GbMin7
90.012085,92.983672,AbMin7
92.983672,95.973269,DbMin7
95.973269,99.016895,AMaj7
99.016895,101.988483,GbMin7
101.988483,105.014099,AbMin7
105.014099,107.985686,DbMin7
107.985686,111.011303,AMaj7
111.011303,113.946871,GbMin7
113.946871,117.008506,AbMin7
117.008506,119.998103,DbMin7
119.998103,123.005710,AMaj7
123.005710,125.977298,GbMin7
125.977298,129.002914,AbMin7
129.002914,131.956492,DbMin7
131.956492,134.964098,AMaj7
134.964098,137.983923,GbMin7
137.983923,140.943292,AbMin7
140.943292,144.311092,DbMin7
144.311092,147.012535,AMaj7
147.012535,149.948103,GbMin7
149.948103,152.883671,AbMin7
152.883671,156.017345,DbMin7
156.017345,158.988932,AMaj7
158.988932,162.068578,GbMin7
165.022155,167.993743,AMaj7
167.993743,170.983340,GbMin7
170.983340,174.008956,AbMin7
174.008956,177.016563,DbMin7
177.016563,180.024170,AMaj7
180.024170,183.013767,GbMin7
183.013767,185.913316,AbMin7
185.913316,188.974951,DbMin7
188.974951,192.000567,AMaj7
192.000567,194.972155,GbMin7
194.972155,198.141848,AbMin7
198.141848,200.969359,DbMin7
200.969359,204.096103,AMaj7
204.096103,206.999620,GbMin7
206.999620,209.982880,AbMin7
209.982880,212.962806,DbMin7
212.962806,215.993671,AMaj7
215.993671,218.986331,GbMin7
218.986331,221.966257,AbMin7
221.966257,224.997121,DbMin7
224.997121,227.989782,AMaj7
227.989782,230.956973,GbMin7
230.956973,234.013307,AbMin7
234.013307,237.018702,DbMin7
237.018702,240.036831,AMaj7
240.036831,242.965818,GbMin7
242.965818,245.882070,AbMin7
245.882070,249.065752,DbMin7
249.065752,251.994738,AMaj7
251.994738,255.000133,GbMin7
255.000133,257.890916,AbMin7
257.890916,260.972719,DbMin7
260.972719,263.990849,AMaj7
263.990849,266.983510,GbMin7
266.983510,270.001639,AbMin7
270.001639,272.994300,DbMin7
272.994300,275.999695,AMaj7
275.999695,278.966886,GbMin7
278.966886,281.997750,AbMin7
281.997750,285.003145,DbMin7
285.003145,288.008541,AMaj7
288.008541,291.013936,GbMin7
291.013936,294.019331,AbMin7
294.019331,297.024726,DbMin7
297.024726,300.017386,AMaj7
300.017386,303.022781,GbMin7
303.022781,306.002707,AbMin7
306.002707,308.982633,DbMin7
308.982633,311.962558,AMaj7
311.962558,314.649585,GbMin7
314.649585,317.922410,AbMin7
317.922410,321.169764,DbMin7
