1.984476,5.931132,EMaj7
5.931132,9.807341,BMaj7
9.807341,13.733251,EMaj7
13.733251,17.659160,BMaj7
17.659160,19.629548,AMaj7
19.629548,21.553086,BMaj7
21.553086,23.523924,AMaj7
23.523924,25.463229,BMaj7
25.463229,29.389139,EMaj7
29.389139,33.283515,BMaj7
33.283515,37.177891,EMaj7
37.177891,41.072267,BMaj7
41.072267,43.042655,AMaj7
43.043105,45.013493,BMaj7
45.013944,46.984331,AMaj7
46.984782,48.892553,BMaj7
48.892553,52.786929,EMaj7
52.786929,56.681305,BMaj7
56.681305,60.654515,EMaj7
60.654515,64.627725,BMaj7
64.627725,66.567030,AMaj7
66.567030,68.506334,BMaj7
68.506334,70.445639,AMaj7
70.445639,72.384944,BMaj7
