0.000000,3.126744,AMaj7
3.126744,6.030261,GbMin7
6.030261,9.013521,AbMin7
9.013521,11.993447,DbMin7
11.993447,15.024312,AMaj7
15.024312,18.016972,GbMin7
18.016972,20.996898,AbMin7
20.996898,24.027762,DbMin7
24.027762,27.020423,AMaj7
27.020423,29.987614,GbMin7
29.987614,33.043948,AbMin7
33.043948,36.049343,DbMin7
36.049343,39.067472,AMaj7
39.067472,41.996459,GbMin7
41.996459,44.912711,AbMin7
44.912711,48.096393,DbMin7
48.096393,51.025379,AMaj7
51.025379,54.030774,GbMin7
54.030774,56.921557,AbMin7
56.921557,60.003360,DbMin7
60.003360,63.021490,AMaj7
63.021490,66.014151,GbMin7
66.014151,69.032280,AbMin7
69.032280,72.024941,DbMin7
72.024941,75.030336,AMaj7
75.030336,77.997527,GbMin7
77.997527,81.028391,AbMin7
81.028391,84.033786,DbMin7
84.033786,87.039182,AMaj7
87.039182,90.044577,GbMin7
90.044577,93.049972,AbMin7
93.049972,96.055367,DbMin7
96.055367,99.048027,AMaj7
99.048027,102.053422,GbMin7
102.053422,105.033348,AbMin7
105.033348,108.013274,DbMin7
108.013274,110.993199,AMaj7
110.993199,113.680226,GbMin7
113.680226,116.953051,AbMin7
116.953051,120.200405,DbMin7
