0.000000,0.729001,G7
0.729001,1.449811,AMin7
1.449811,2.105093,BbMaj7
2.105093,4.292096,B7
4.292096,5.692760,GbMin7
5.692760,6.380806,G7
6.380806,7.077043,AMin7
7.077043,7.748707,BbMaj7
7.748707,9.223091,B7
9.223091,9.919328,BMin7
9.919328,11.311801,CMaj7
11.311801,12.040802,G7
12.040802,12.737039,AMin7
12.737039,13.441467,BbMaj7
13.441467,15.603897,B7
15.603897,16.676921,GbMin7
16.676921,19.527396,FMaj7
19.527396,22.615412,Db7
22.615412,23.328031,G7
23.328031,24.040650,AMin7
24.040650,24.704122,BbMaj7
24.704122,26.866552,B7
26.866552,28.275408,GbMin7
28.275408,28.979836,G7
28.979836,29.659691,AMin7
29.659691,30.347737,BbMaj7
30.347737,31.822121,B7
31.822121,32.534739,BMin7
32.542930,33.919022,CMaj7
33.919022,34.623450,G7
34.623450,35.327878,AMin7
35.327878,36.048688,BbMaj7
36.048688,38.219309,B7
38.219309,39.243186,FMin7
39.243186,42.077280,FMaj7
42.077280,45.230824,Db7
