0.849112,2.867491,AMaj7
2.867491,4.885871,GbMaj7
4.885871,6.848572,BMin7
6.848572,8.811272,FMaj7
8.811272,10.801812,DbMin7
10.801812,12.792352,CMaj7
12.792352,14.782892,DMaj7
16.787352,18.777892,GMaj7
18.777892,20.768433,BbMaj7
20.768433,22.758973,EMin7
22.758973,26.767893,GbMaj7
26.767893,28.758433,BbMin7
28.758433,29.718903,GbMaj7
29.719279,30.712495,AMaj7
30.712495,31.705710,AbMin7
31.705710,32.698926,GMaj7
32.701632,34.692172,AMaj7
34.688064,36.678604,GbMaj7
36.674496,38.665036,BMin7
40.655636,42.646176,DbMin7
42.642068,44.632608,CMaj7
44.628499,46.619039,BbMaj7
46.614931,48.605471,GbMaj7
