0.000000,1.816762,AMaj7
1.816762,3.393950,BbMin7
3.393950,4.971139,FMaj7
4.971139,6.508399,GbMin7
6.508399,8.095570,DbMaj7
9.662776,11.249947,EbMin7
11.988630,12.807171,Bb7
12.807171,14.357867,EbMaj7
14.357867,15.918892,AbMin7
15.918892,17.479917,FMin7
17.479917,19.040941,AbMin7
19.040941,19.830357,AbMin7
19.830357,20.619772,Ab7
20.619772,21.409188,BMaj7
21.409188,22.198604,EbMin7
22.198604,22.988019,GMaj7
22.988019,23.777435,Db7
23.777435,24.537173,GbMin7
24.537173,25.326589,DMaj7
25.326589,26.887614,BMin7
26.887614,28.448638,EMaj7
28.448638,29.238054,AMaj7
29.238054,30.033405,EMaj7
30.033405,30.816885,GbMin7
30.816885,31.600365,AbMin7
31.600365,32.383845,GbMin7
32.383845,33.167325,DbMaj7
33.167325,33.950806,GbMin7
33.950806,34.734286,B7
34.734286,36.295311,GbMaj7
36.295311,37.856335,EbMin7
37.856335,38.639815,GbMaj7
38.639815,39.423296,BbMin7
39.423296,40.206776,BbMaj7
40.206776,40.990256,BbMin7
40.990256,41.773736,FMaj7
41.773736,42.557216,EMaj7
42.557216,44.118241,AMin7
44.118241,45.679266,DMin7
47.264032,48.059383,AMin7
48.059383,48.854734,E7
50.403888,51.982719,AMaj7
51.982719,53.561551,DbMaj7
53.561551,55.116640,AMaj7
55.116640,56.553020,BbMin7
