0.000000,1.399021,AbMin7
1.399021,2.331702,BbMin7
2.331702,3.264383,FMin7
3.264383,4.568233,EbMaj7
4.568233,5.681739,AMin7
6.766694,7.785030,AbMaj7
7.785030,8.978275,DbMaj7
8.978275,9.979906,G7
9.979906,11.185258,AbMaj7
11.187708,12.166704,D7
12.166704,13.389033,EbMaj7
13.389033,14.385005,AMin7
14.385005,15.477179,BMin7
15.477179,16.586329,GbMin7
16.586329,17.695480,DMaj7
17.695480,19.981688,AMaj7
19.981688,24.378679,DMaj7
24.378679,26.568685,GMaj7
28.770010,30.993970,CMaj7
30.993970,38.673140,EbMaj7
