0.309689,1.030053,GMaj7
1.725333,2.445697,EMin7
2.445890,3.166254,BMaj7
3.166446,3.886810,GbMin7
3.887003,4.607367,EMaj7
4.607560,5.327924,AMaj7
6.044670,6.765034,DMaj7
6.765227,7.485591,GMaj7
7.485783,8.206147,CMaj7
8.206340,8.926704,CMin7
10.356001,11.076365,AbMaj7
11.805120,12.525484,GbMaj7
12.525677,13.246041,AbMin7
13.246234,13.966598,DbMin7
14.675338,15.395702,DbMaj7
15.395895,16.116259,GbMaj7
16.116451,16.836815,EbMin7
16.837008,17.557372,DbMin7
17.558028,18.278392,AMaj7
18.278392,18.998756,DMaj7
18.998756,19.719120,BMin7
20.446216,21.166580,FMaj7
21.166580,21.886944,AbMaj7
21.886944,23.324305,GMin7
23.324305,24.761667,DMaj7
24.761667,26.199028,GMaj7
26.199028,27.636390,DMaj7
27.636390,30.955449,GMaj7
